100.616667,57.966667,154.566667,1217.3,1215.483333,
57.966667,154.566667,1217.3,1215.483333,799.866667,
154.566667,1217.3,1215.483333,799.866667,58.166667,
1217.3,1215.483333,799.866667,58.166667,175.166667,
1215.483333,799.866667,58.166667,175.166667,2171.75,
799.866667,58.166667,175.166667,2171.75,39.366667,
58.166667,175.166667,2171.75,39.366667,516.9,
175.166667,2171.75,39.366667,516.9,2708.683333,
2171.75,39.366667,516.9,2708.683333,2054.366667,
39.366667,516.9,2708.683333,2054.366667,1151.583333,
516.9,2708.683333,2054.366667,1151.583333,345.933333,
2708.683333,2054.366667,1151.583333,345.933333,1301.116667,
2054.366667,1151.583333,345.933333,1301.116667,435.883333,
1151.583333,345.933333,1301.116667,435.883333,680.45,
345.933333,1301.116667,435.883333,680.45,288.466667,
1301.116667,435.883333,680.45,288.466667,440.316667,
435.883333,680.45,288.466667,440.316667,792.266667,
680.45,288.466667,440.316667,792.266667,562.016667,
288.466667,440.316667,792.266667,562.016667,358.7,
440.316667,792.266667,562.016667,358.7,120.883333,
792.266667,562.016667,358.7,120.883333,79.65,
562.016667,358.7,120.883333,79.65,79.533333,
358.7,120.883333,79.65,79.533333,795.283333,
120.883333,79.65,79.533333,795.283333,199.016667,
1342.116667,87.766667,42.516667,1173.316667,246.066667,
87.766667,42.516667,1173.316667,246.066667,110.2,
42.516667,1173.316667,246.066667,110.2,1230.416667,
1173.316667,246.066667,110.2,1230.416667,893.1,
246.066667,110.2,1230.416667,893.1,833.166667,
110.2,1230.416667,893.1,833.166667,154.066667,
1230.416667,893.1,833.166667,154.066667,264.716667,
893.1,833.166667,154.066667,264.716667,38.05,
833.166667,154.066667,264.716667,38.05,122.166667,
154.066667,264.716667,38.05,122.166667,386.75,
264.716667,38.05,122.166667,386.75,2186.383333,
38.05,122.166667,386.75,2186.383333,2714.133333,
65.466667,1651.95,97.083333,179.616667,1206.916667,
1651.95,97.083333,179.616667,1206.916667,540.016667,
97.083333,179.616667,1206.916667,540.016667,423.733333,
179.616667,1206.916667,540.016667,423.733333,1022.533333,
1206.916667,540.016667,423.733333,1022.533333,218.95,
540.016667,423.733333,1022.533333,218.95,52.683333,
423.733333,1022.533333,218.95,52.683333,378.4,
1022.533333,218.95,52.683333,378.4,667.483333,
218.95,52.683333,378.4,667.483333,34.45,
52.683333,378.4,667.483333,34.45,156.683333,
378.4,667.483333,34.45,156.683333,395.5,
667.483333,34.45,156.683333,395.5,1141.566667,
34.45,156.683333,395.5,1141.566667,324.4,
156.683333,395.5,1141.566667,324.4,2862.183333,
395.5,1141.566667,324.4,2862.183333,299.183333,
1141.566667,324.4,2862.183333,299.183333,71.083333,
324.4,2862.183333,299.183333,71.083333,495.8,
2862.183333,299.183333,71.083333,495.8,1014.45,
299.183333,71.083333,495.8,1014.45,1434.266667,
71.083333,495.8,1014.45,1434.266667,75.416667,
495.8,1014.45,1434.266667,75.416667,792.05,
1014.45,1434.266667,75.416667,792.05,31.416667,
2145.583333,593.516667,2627.233333,453.866667,78.65,
593.516667,2627.233333,453.866667,78.65,477.816667,
2627.233333,453.866667,78.65,477.816667,477.816667,
453.866667,78.65,477.816667,477.816667,1302.933333,
78.65,477.816667,477.816667,1302.933333,148.783333,
477.816667,477.816667,1302.933333,148.783333,123.683333,
477.816667,1302.933333,148.783333,123.683333,8.1,
1302.933333,148.783333,123.683333,8.1,1038.316667,
148.783333,123.683333,8.1,1038.316667,2070.666667,
123.683333,8.1,1038.316667,2070.666667,112.283333,
8.1,1038.316667,2070.666667,112.283333,389.816667,
1038.316667,2070.666667,112.283333,389.816667,131.816667,
2070.666667,112.283333,389.816667,131.816667,2132.316667,
112.283333,389.816667,131.816667,2132.316667,2305.05,
389.816667,131.816667,2132.316667,2305.05,869.533333,
131.816667,2132.316667,2305.05,869.533333,799.316667,
2132.316667,2305.05,869.533333,799.316667,2250.083333,
2305.05,869.533333,799.316667,2250.083333,105.016667,
869.533333,799.316667,2250.083333,105.016667,1011.183333,
799.316667,2250.083333,105.016667,1011.183333,1344.416667,
2250.083333,105.016667,1011.183333,1344.416667,65.9,
105.016667,1011.183333,1344.416667,65.9,977.45,
1011.183333,1344.416667,65.9,977.45,609.85,
1344.416667,65.9,977.45,609.85,834.85,
65.9,977.45,609.85,834.85,49.916667,
977.45,609.85,834.85,49.916667,62.716667,
609.85,834.85,49.916667,62.716667,463.35,
834.85,49.916667,62.716667,463.35,262.516667,
49.916667,62.716667,463.35,262.516667,210.116667,
62.716667,463.35,262.516667,210.116667,1573.2,
463.35,262.516667,210.116667,1573.2,66.583333,
262.516667,210.116667,1573.2,66.583333,240.233333,
386.383333,38.95,81.316667,158.816667,328.2,
38.95,81.316667,158.816667,328.2,2771.466667,
